,Unnamed: 0,begin,end,filename,shot_id,transcript,soap opera,score
20997,20997,01:49:33:05,01:49:35:19,5271844722846213628.xml,1967,"Phil don't like me,  so Vin's gone up the list.",0.4577668309211731,0.9155336618423462
17947,17947,00:20:37:24,00:20:47:22,5269245838135402929.xml,411,What did I tell you?  I've got  another failure on my hands. Hang on a minute.  But we sold out yesterday. We sold twice as much today.  We sold out again.,0.4576158821582794,0.9152317643165588
16726,16726,01:09:00:00,01:09:09:18,5266645664934403562.xml,1295,"Hi, Jane.  Hi. Bianca asked me if I'd pick up her wages for her, love? Oh yeah, right, just hang on... ",0.456197589635849,0.912395179271698
14878,14878,01:50:50:03,01:50:56:14,5264050645694159353.xml,2029,"..everything's gonna  be all right, OK.",0.4510890543460846,0.9021781086921692
5101,5101,00:38:56:13,00:39:00:03,5251033029316736209.xml,785,And you've gotta sort him out  before he takes me down with him.,0.4509190618991852,0.9018381237983704
18616,18616,01:03:06:20,01:03:13:03,5269245838135402929.xml,1080,"Yeah.  It's gonna look like it, 'n all. And Ben'll know she's cheated.  I don't want him thinking  the same thing about me.",0.4496707320213318,0.8993414640426636
13797,13797,00:47:04:05,00:47:40:02,5264050645694159353.xml,948,"Look, I know it's been one thing  after the other lately, but everything is gonna  work out fine for you and me. There is no you and me. What?  I've been trying to tell you  all day, but you didn't give me the chance.  I mean... We're over.  Darren, if this is  some kind of joke... You're lying.  You've got to be.  Has my mum said...?  No.  No. I've, um, I've met someone else.  You know how it is?",0.4476388394832611,0.8952776789665222
6720,6720,00:07:09:15,00:07:16:03,5253646087419594905.xml,111,"You really don't get it, do you?  Yeah, I get it.  All right, how  many times have we been here before? I cry my eyes out  and you say as long as I'm really sorry everything's gonna be OK.",0.447373628616333,0.894747257232666
1596,1596,01:25:28:22,01:25:35:00,5245830105934359183.xml,1597,I saw Phil giving him a gun.  What?! Phil Mitchell giving Max Branning  a gun.  I saw it.,0.44696882367134094,0.8939376473426819
3365,3365,01:04:56:07,01:04:57:20,5248439298566680341.xml,1285,She's back on my  little sister's stall.,0.44567805528640747,0.8913561105728149
4670,4670,00:17:54:17,00:18:16:07,5251033029316736209.xml,354,"Listen, Bradley's taking me  away for a couple of days, so I need you to watch the stall.  What about your nan? She's still busy trying to flog  those dodgy vacuum cleaners. Please, Danielle. I'll tell you all the important  stuff, I'll leave you instructions. Well, if you think I can manage.  You're the only person I can trust. Can hardly say no then, can I? ",0.4450269639492035,0.890053927898407
8988,8988,00:16:34:07,00:16:43:09,5256228221757951173.xml,277,Maybe that's why  you've been playing up.,0.4443041682243347,0.8886083364486694
1178,1178,01:04:02:07,01:04:29:05,5245830105934359183.xml,1179,"He's probably just gonna  sack me again. Who says? This is Ian Beale we're talking  about.  It's what he does. But he doesn't know what we planned.  He can't. No, he just thinks I'm an idiot. So go and see him.  Apologise.  What?! You do want a job, don't you?  Look, just talk to him.  Say sorry.  Be nice.  How hard can that be? ",0.44364476203918457,0.8872895240783691
10531,10531,01:46:56:07,01:47:22:20,5256228221757951173.xml,1820,"Dan, Dan, come on, let me in.  What is up with you?  Look just stuff Ronnie  Mitchell and her opinions. And if her creepy dad wants  to play God with her life, that's her problem, not yours.  I'm sorry,  I know I'm overreacting. Yeah, you are.  Are you sure  this is just about Ronnie? Cos you haven't been  yourself all day. Is there something else wrong? ",0.4435076415538788,0.8870152831077576
142,142,00:08:25:00,00:08:32:00,5245830105934359183.xml,143,I don't know whether she's gonna be  smiling at me or biting my head off. She's pregnant. I had noticed.  It's just I make a  joke and she goes all mental at me.,0.44342195987701416,0.8868439197540283
10035,10035,01:16:54:13,01:17:06:22,5256228221757951173.xml,1324,"What's happened...  ..is me and Honey,  we split up, all right?",0.44227829575538635,0.8845565915107727
18780,18780,01:12:39:19,01:13:17:09,5269245838135402929.xml,1244,"OK, I'm sorry.  You were right.  We have to be together on this. I just got carried away, that's all,  too full of what could be.  All these fantasies...  Like having Inzamam come calling, head bowed, asking us for money. Or having him fretting about  what we thought of him and his hospitality when we visit.",0.4396813213825226,0.8793626427650452
3262,3262,01:00:19:12,01:00:24:10,5248439298566680341.xml,1182,"This is Tony, um...  Bianca's...  Oh, right, hello.",0.43962520360946655,0.8792504072189331
3137,3137,00:53:54:06,00:53:57:05,5248439298566680341.xml,1057,Are we talking  about the same Jack Branning? Don't even begin to slag him off.,0.4374362826347351,0.8748725652694702
925,925,00:50:55:14,00:50:59:03,5245830105934359183.xml,926,"Same again, Roxy love. ",0.4364386200904846,0.8728772401809692
15252,15252,02:13:13:00,02:13:18:11,5264050645694159353.xml,2403,Some unthinking sheep who'll  follow you blindly into the light.,0.43607839941978455,0.8721567988395691
4671,4671,00:18:16:08,00:18:17:18,5251033029316736209.xml,355,"Oh, I'm so happy for you,  Mrs Branning!",0.43512576818466187,0.8702515363693237
9282,9282,00:33:59:10,00:34:08:12,5256228221757951173.xml,571,"Bye.  That Archie has got her wrapped  round his little finger, and will she listen to me?  No.  She is too stubborn,  the pig-headed old trout!",0.43460628390312195,0.8692125678062439
1922,1922,01:44:40:07,01:44:44:00,5245830105934359183.xml,1923,Little Miss Trouble.  Tony.,0.4345761239528656,0.8691522479057312
10201,10201,01:27:49:02,01:27:53:21,5256228221757951173.xml,1490,Drinking...now?  What about the stall? Nan's on the case.  The weekend's  just starting and we're gonna party.,0.43438252806663513,0.8687650561332703
11905,11905,01:04:09:20,01:04:13:00,5258818087037440299.xml,1274,"That's funny, because  I could have sworn I saw you pallying up with Jack Branning.",0.43254852294921875,0.8650970458984375
3802,3802,01:25:30:11,01:25:33:19,5248439298566680341.xml,1722,Callum dumped me. ,0.4324662387371063,0.8649324774742126
20917,20917,01:43:37:14,01:43:46:03,5271844722846213628.xml,1887,Suzy!  What have you done?! ,0.43240582942962646,0.8648116588592529
16644,16644,01:03:50:09,01:03:53:23,5266645664934403562.xml,1213,"Come on Stacey, that's not true.  Isn't it?",0.4315507113933563,0.8631014227867126
9163,9163,00:26:13:23,00:26:20:08,5256228221757951173.xml,452,"20 months?!  Don't listen to what Peggy says,  you can waft around here.",0.43153390288352966,0.8630678057670593
15483,15483,00:02:26:13,00:02:28:11,5266645664934403562.xml,52,"Your brother wakes up and everything  comes out about this gun, I'm finished. I didn't do anything.",0.4314023554325104,0.8628047108650208
18623,18623,01:03:25:18,01:03:27:23,5269245838135402929.xml,1087,Yeah.  As long as he keeps  bigging me up to Phil.,0.4311729967594147,0.8623459935188293
10438,10438,01:41:54:00,01:41:57:12,5256228221757951173.xml,1727,doing it all again. ,0.4282274842262268,0.8564549684524536
18818,18818,01:15:30:24,01:15:32:16,5269245838135402929.xml,1282,Roxy.  He's back. ,0.42779111862182617,0.8555822372436523
20836,20836,01:37:36:17,01:37:40:07,5271844722846213628.xml,1806,He's gonna tell 'em he remembers  everything and it was me who did it.,0.42569687962532043,0.8513937592506409
2292,2292,00:11:32:22,00:11:33:09,5248439298566680341.xml,212,And now the stupid girl's gone  and fallen for it. What?,0.4239365756511688,0.8478731513023376
16665,16665,01:05:03:16,01:05:06:12,5266645664934403562.xml,1234,Get off! ,0.4237652122974396,0.8475304245948792
21884,21884,00:43:38:19,00:44:26:17,5274434588125702436.xml,791,"Hello.  Hello, Lauren. It's Tony King from the youth centre. 'I was just wondering, why don't you  ever play table tennis any more?' This stuff with my mum.  I just thought it might give  you something else to focus on. 'Might even make you feel better.  'How are things?'  I don't know.  'Yeah, well,' sometimes, people closest to us  find it harder to talk about stuff. I tell you what,  'you're not the only one  mental about Pure Lightning.' What d'you mean?  'Some of the kids,' they've been going on about this gig.  Saying that we should go. 'Would you be up for that?'  Yeah. If you want to talk.  Any time.  You know that.",0.41969674825668335,0.8393934965133667
3187,3187,00:57:14:15,00:57:21:21,5248439298566680341.xml,1107,"She's just upset  about that Bernadette kid, you know. Give her time, yeah.",0.41922715306282043,0.8384543061256409
14323,14323,01:18:35:13,01:18:42:00,5264050645694159353.xml,1474,"And me and you, we used to  fight just to hold it, didn't we? Eh?  Sit there, listening  to the same old story.",0.41594457626342773,0.8318891525268555
4643,4643,00:16:40:17,00:16:42:09,5251033029316736209.xml,327,No.  I can't handle this no more.  We have to get out of here.,0.4151570796966553,0.8303141593933105
5425,5425,00:56:50:15,00:56:57:22,5251033029316736209.xml,1109,You're not my girl any more.  I just need to know that  there's gonna be an end to this.,0.41443338990211487,0.8288667798042297
15594,15594,00:07:07:12,00:07:20:14,5266645664934403562.xml,163,You gonna stop going on about it? ,0.41391927003860474,0.8278385400772095
10320,10320,01:33:57:16,01:34:05:02,5256228221757951173.xml,1609,Because I couldn't see another way.  I can't get out of this  Bianca situation right now. I'm as trapped as you are. ,0.4139085114002228,0.8278170228004456
17866,17866,00:16:20:03,00:16:27:23,5269245838135402929.xml,330,"Thank you.  Especially the Mrs Beale stuff.  Hilarious. Don't you think so, Ian?  Yeah. ",0.4131123125553131,0.8262246251106262
5563,5563,01:04:49:04,01:04:54:15,5251033029316736209.xml,1247,"At least Mrs Branning's on the mend  now, eh?  You must feel better.",0.4125528335571289,0.8251056671142578
10667,10667,00:01:30:06,00:01:33:10,5258818087037440299.xml,36,"Oh, Mrs Branning,  is anyone on at the launderette? Well, I would be, if I could be  in two places at once.",0.4120146632194519,0.8240293264389038
3151,3151,00:54:55:09,00:54:57:10,5248439298566680341.xml,1071,I was watching that.  What have I done?,0.41144660115242004,0.8228932023048401
6084,6084,01:30:26:05,01:30:29:14,5251033029316736209.xml,1768,Give Stacey my love. ,0.41135352849960327,0.8227070569992065
21691,21691,00:32:45:21,00:32:48:06,5274434588125702436.xml,598,Shirl. ,0.4084022641181946,0.8168045282363892
1860,1860,01:42:17:23,01:42:24:15,5245830105934359183.xml,1861,I've been dumped.  If he's dumped you... ,0.40827009081840515,0.8165401816368103
19047,19047,00:01:17:08,00:01:19:11,5271844722846213628.xml,17,Argh!  I want Sean!  Where's Sean?  Just get him here now.,0.40809738636016846,0.8161947727203369
18932,18932,01:21:41:20,01:21:46:03,5269245838135402929.xml,1396,"Shirley, she's the Queen of  the Vic, no doubt about it.",0.40758833289146423,0.8151766657829285
4135,4135,01:45:06:03,01:45:09:10,5248439298566680341.xml,2055,"making a big fuss of her, she was. ",0.40754953026771545,0.8150990605354309
19382,19382,00:18:10:08,00:18:15:11,5271844722846213628.xml,352,"You did it, Roxy.  You did it! ",0.40711021423339844,0.8142204284667969
6616,6616,00:00:41:12,00:00:49:03,5253646087419594905.xml,7,"or up to no good  with that husband of yours. Either way, the honeymoon is over.  I'm coming round to drag you out of your pit.",0.40624862909317017,0.8124972581863403
21387,21387,00:17:18:05,00:17:20:09,5274434588125702436.xml,294,overwrought. ,0.40582379698753357,0.8116475939750671
14851,14851,01:48:35:22,01:49:08:07,5264050645694159353.xml,2002,"She says we have to go tonight.  What, now?  Yeah. But I don't want to.  I don't wanna  go anywhere.  Not with them. They'll never let me see you.  Don't be silly, Abi, they will. They'll let me see you.  When? How?  You all hate each other.  You used to love each other and...  and now you don't. We'll never be together again. ",0.4044879972934723,0.8089759945869446
15923,15923,00:25:06:18,00:25:08:10,5266645664934403562.xml,492,DI Turner.  We need to speak to you  about Jack Branning.,0.4040498733520508,0.8080997467041016
13904,13904,00:53:49:13,00:53:54:02,5264050645694159353.xml,1055,"No...  Well, come on, look at me! I'm just surprised he didn't find somebody else sooner! Libby...",0.4037715792655945,0.807543158531189
21725,21725,00:34:36:18,00:34:39:03,5274434588125702436.xml,632,"So, you really gonna go through  with this dog thing?",0.40292635560035706,0.8058527112007141
10277,10277,01:31:41:02,01:31:43:19,5256228221757951173.xml,1566,"You promised me I could live  with you, but that ain't happened.",0.4026879072189331,0.8053758144378662
1645,1645,01:29:14:21,01:29:18:05,5245830105934359183.xml,1646,"""Tony, Tony, Tony!""  It's just doing my head in, Phil.",0.40267229080200195,0.8053445816040039
20952,20952,01:46:38:15,01:46:39:23,5271844722846213628.xml,1922,Sue me. ,0.4018974006175995,0.803794801235199
9111,9111,00:22:40:08,00:22:49:22,5256228221757951173.xml,400,"Well, obviously not her.  No.  You know who the next one's  gonna be. Yeah? Dot or Mo.  If it is, you've still got to do it.",0.4012579321861267,0.8025158643722534
16873,16873,01:18:12:13,01:18:17:00,5266645664934403562.xml,1442,do you love me or  do you love Bianca?,0.401122510433197,0.802245020866394
2800,2800,00:37:12:22,00:37:46:04,5248439298566680341.xml,720,"You probably think you're very funny  and it'll make a good story to tell your mates down the pub. I ain't having that girl messed  about. Who says I'm messing her about? This is the deal. And you'd be very wise to accept it.  Because you don't wanna make an enemy of me, sonny,  you really don't. I just don't know  what to make of him. One minute, he's all over  me, next he's ignoring me, then it's a date,  only it's looking at trains...  I'm just starting to wish  I'd never met him now. If he's mucking you about,  then it's probably best to tell him to sling his hook.",0.4006378650665283,0.8012757301330566
11169,11169,00:25:48:04,00:25:54:21,5258818087037440299.xml,538,Roxy. ,0.3999980092048645,0.799996018409729
4613,4613,00:15:07:21,00:15:14:01,5251033029316736209.xml,297,"Ah, changed the locks, have they?  Or has Bianca claimed  squatter's rights?",0.39971819519996643,0.7994363903999329
3867,3867,01:28:58:23,01:29:00:13,5248439298566680341.xml,1787,It's where Selena's staying. ,0.39879754185676575,0.7975950837135315
7711,7711,01:01:52:21,01:01:54:07,5253646087419594905.xml,1102,That'll be Charlie and Jean. ,0.3966774642467499,0.7933549284934998
2716,2716,00:32:54:10,00:32:59:00,5248439298566680341.xml,636,"It's not up to me, is it?  Peggy is gonna love this. Yeah, we've told everyone now. Bianca, that shouldn't come into it.  Why are you on her side?",0.396464467048645,0.79292893409729
